,0,1,2,3
0,9975.001,-0.0025030299674969883,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
1,9975.00199500635,9.97499950626707e-08,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
2,10363.905256575974,0.03824695829295688,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,0.944,1.005,0.990,1.039,0.969"
3,10338.968787984983,-0.002408987331578564,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.007,1.031,1.003,1.014,1.019"
4,10236.054398625312,-0.010003901012794213,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,0.993,0.964,0.997,0.968,1.055"
5,10235.863240098159,-1.8675195019160976e-05,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
6,10184.684950042958,-0.00501244106978055,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
7,10133.76254630741,-0.00501244106978055,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000,1.000"
8,10108.429155851334,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
9,10108.43016669425,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.014,1.003,1.004,1.000,1.002"
10,10108.431177537268,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,0.998,1.036,1.000,1.058,0.982"
11,10108.432188380386,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.003,0.995,0.999,0.984,0.999"
12,10408.890331052775,0.029290334830755296,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.001,0.991,1.005,1.018,1.032"
13,10515.768997637375,0.010215659370078461,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.029,1.035,0.997,1.015,1.010"
14,10489.873987213594,-0.0024655301968226294,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
15,10463.650351232958,-0.0025030299674969883,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
16,9977.756476445325,-0.04754911661793777,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,0.959,1.000,1.000,0.979,0.951"
17,9951.734797940966,-0.0026113755673464194,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.005,1.017,1.000,1.008,1.013"
18,9788.490089945015,-0.016539672709086406,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,0.988,1.043,1.000,1.001,0.986"
19,9825.663431268444,0.003790465470859487,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.001,0.983,1.001,1.009,1.022"
20,9745.459248143217,-0.008196221896441131,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.010,1.001,0.999,1.063,0.997"
21,9696.655089769009,-0.0050204684568165925,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
22,9696.656057010354,9.97499950626707e-08,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
23,9696.657024251796,9.97499950626707e-08,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
24,9672.416353781033,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
25,9672.417321022669,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
26,9672.418288264402,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
27,9672.419255506231,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
28,9672.420222748156,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
29,9672.421189990178,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
30,9672.422157232299,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.020,1.036,1.004,1.084,1.016"
31,9672.423124474515,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.007,1.021,1.001,1.074,1.007"
32,9672.424091716828,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.006,0.970,0.996,0.966,1.001"
33,9612.210486946007,-0.0062447437314261086,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.003,0.996,0.995,0.969,0.989"
34,9387.403699034749,-0.023665457372486293,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.018,0.973,1.002,0.982,1.000"
35,9340.028233326499,-0.005059483536296363,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000,1.000"
36,9293.329028497696,-0.00501244106978055,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
37,9318.917315167228,0.002749620042476571,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,0.993,1.012,0.988,1.003,0.974"
38,9295.684924493507,-0.002496148178462388,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.022,1.014,1.004,1.010,1.017"
39,9232.6242461134,-0.00680698074413964,"0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.003,0.980,0.996,1.030,0.995"
40,9541.084700529029,0.03286385413553475,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,0.991,0.995,1.001,0.959,1.038"
41,9518.1154709184,-0.00241030478972034,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.008,0.981,1.001,0.988,0.987"
42,9494.32113405265,-0.0025030299674969883,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
43,9494.322081111184,9.97499950626707e-08,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
44,9468.10340254748,-0.0027653313964794727,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.001,1.002,1.010,0.999,1.010"
45,9444.486958106869,-0.002497432267630485,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.024,1.027,0.997,1.013,1.000"
46,9444.487902555566,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,0.974,0.976,0.994,0.979,0.979"
47,9345.645799592807,-0.010520735640306656,"0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.000,0.984,0.992,1.019,1.006"
48,8976.130157791658,-0.04034169562981832,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,0.999,0.984,1.006,0.972,0.965"
49,8930.448098531184,-0.005102276684110463,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
50,8930.448989343382,9.97499950626707e-08,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
51,8711.639371192941,-0.024806682103614648,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,0.995,1.012,0.999,1.032,0.980"
52,8689.427970755956,-0.002552879322113502,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.002,1.010,1.002,1.032,1.013"
53,8686.657130122476,-0.0003189257696287674,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,0.983,1.012,0.994,0.987,1.002"
54,8790.583995929152,0.011892962971419918,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,1.017,1.011,1.009,0.988,0.993"
55,8773.88094835887,-0.0019019141953055406,"0.00,0.00,0.00,1.00,0.00,0.00","1.000,0.984,1.024,1.003,1.044,0.956"
56,8730.07929727788,-0.005004780848939765,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
57,8686.42977598194,-0.00501244106978055,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000,1.000"
58,8533.849642092757,-0.017721446128564935,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,0.989,1.047,1.001,0.987,1.003"
59,8512.244383115989,-0.0025349233101890473,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.008,0.996,1.003,1.019,1.009"
60,8512.245234340427,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,0.974,0.988,0.999,0.980,1.002"
61,8527.130083140133,0.0017471124743225048,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.021,1.100,1.007,1.004,1.011"
62,8258.380223111475,-0.032024385677862865,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.026,0.973,1.001,1.004,1.039"
63,8216.526535301527,-0.005080912258106381,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
64,8216.52735490005,9.97499950626707e-08,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
65,7895.563831446527,-0.03984659547102086,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.010,0.966,1.001,0.982,0.988"
66,7875.129631086201,-0.002591415760410388,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.064,1.100,0.999,1.004,1.005"
67,7787.333365279622,-0.011211159498791111,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,0.975,1.100,1.001,1.005,0.991"
68,7748.2276354736105,-0.005034361153480531,"0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.002,0.980,1.000,0.984,0.997"
69,7574.666527072386,-0.02265479741658231,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,0.983,1.100,1.000,0.960,1.008"
70,7536.4586170656285,-0.005056935346008425,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
71,7498.777079510276,-0.00501244106978055,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
72,7309.36724644905,-0.02558324116001805,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,0.997,1.100,1.002,0.980,0.999"
73,7290.716707610922,-0.002554855032559144,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.015,1.100,1.002,1.018,1.004"
74,7290.717436682593,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.006,1.000,1.015,0.991,1.005"
75,7164.542252940679,-0.017457782290028267,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.018,1.000,0.998,0.985,0.986"
